Name,CA,PA,PA Min,PA Max
Pedro J. Soma,85,-7,110,140
Pedro Julián Rodríguez Serrano,88,-7,110,140
Pedro Junqueira de Oliveira,93,-7,110,140
Pedro Lima Barros,93,-7,110,140
Pedro Paillalef,83,-7,110,140
Pelayo Fernández Balboa,105,-7,110,140
Per Kloosterboer,89,-7,110,140
Peru Ruiz Irisarri,90,-7,110,140
Petar Dimitrov Andreev,79,-7,110,140
Petar Ivanov Kirev,68,-7,110,140
Petar Petrović,86,-7,110,140
Petar Rosenov Georgiev,76,-7,110,140
Peter Gwargis,98,140,140,140
Peter Heber Kaiser,80,-7,110,140
Peter Quispel,83,-7,110,140
Peter Villum Berthelsen,75,-7,110,140
Peyton Miller,83,-7,110,140
Pharrell Willis,93,-7,110,140
Philip Brittijn,100,-7,110,140
Philip Pawłowski,65,-7,110,140
Philip Rolke,71,-7,110,140
Pierre Erik Simon Sjöholm,71,-7,110,140
Pietro Asiatico,69,-7,110,140
Pietro Comuzzo,85,-7,110,140
Pirosch Fischer,88,-7,110,140
Pladi Nzinga-Pambani,73,-7,110,140
Pohorilyi Vladyslav Vitaliiovych,95,-7,110,140
Pol Durán Sarmiento,62,-7,110,140
Pol Rivera López,75,-7,110,140
Prince Adegoke,67,-7,110,140
Quentin Ndjantou Mbitcha,75,-7,110,140
Rabbi Matondo,123,140,140,140
Rabby Nzingoula,60,-7,110,140
Rabee Hassan Ali Salmin Al-Bloushi,80,-7,110,140
Radid Mohamed,78,-7,110,140
Radosław Seweryś,74,-7,110,140
Raf Anne Cris van de Riet,76,-7,110,140
Raf Vullers,79,-7,110,140
Rafael Barbosa Coutinho,65,-7,110,140
Rafael Batista da Silva Junior,80,-7,110,140
Rafael da Silva Freitas,84,-7,110,140
Rafaël De Palmas,80,-7,110,140
Rafael Guerrero Ramírez,101,140,140,140
Rafael Luiz de Oliveira Fonseca,87,-7,110,140
Rafael Martínez Ortega,80,-7,110,140
Rafael Monteiro Reis,76,-7,110,140
Rafael Pasquali Rech,102,-7,110,140
Rafael Profini,104,-7,110,140
Rafael Vela Rodrigues,108,-7,110,140
Ralph Orquin,83,-7,110,140
Ramiro Hernándes,94,-7,110,140
Ramiro Makarte,101,-7,110,140
Ramiro Sebastián Di Luciano,100,-7,110,140
Ramiro Soperez,97,-7,110,140
Ramon Hendriks,109,-7,110,140
Ramsès Imbondo,65,-7,110,140
Randall Jonas Rodríguez Lucas,101,-7,110,140
Ransford-Yeboah Königsdörffer,117,140,140,140
Raphael Bauer,81,-7,110,140
Raphaël Boakye Sarfo,90,-7,110,140
Raphael Ohanua Le’ai,85,-7,110,140
Rareş Cătălin Burnete,98,-7,110,140
Rashed Abdulla Mohammad Rashid Mohammad Al-Mazrooei,65,-7,110,140
Rasmus Bjerregaard Carstensen,120,140,140,140
Rasmus Holten,86,-7,110,140
Rasmus Nåfors Dahlin,65,-7,110,140
Rauf Salifu,100,-7,110,140
Raúl Alejandro Martínez Ruiz,103,-7,110,140
Raúl Chasco Ruiz,89,-7,110,140
Raúl Eduardo Cedillo Armijos,89,-7,110,140
Raúl Ignacio Cabral,90,-7,110,140
Raul Paula,92,-7,110,140
Ravil Tagir,105,-7,110,140
Rayan Atikallah,75,-7,110,140
Rayan Boukabida,68,-7,110,140
Rayan El Djebali,74,-7,110,140
Rayane El Khamali,82,-7,110,140
Rayane Falchou,90,-7,110,140
Rayhan Zacaria Momade,67,-7,110,140
Recep Yalın Dilek,75,-7,110,140
Redouane Halhal,83,-7,110,140
Reece Belfield Welch,88,-7,110,140
Reece Daniel Evans,65,-7,110,140
Reiss Russell-Denny,70,-7,110,140
Relebohile Ratomo Mofokeng,101,-7,110,140
Remiyan Muthuccumaru,70,-7,110,140
Rémy Labeau Lascary,103,-7,110,140
Renan Cunha Macedo Santana,83,-7,110,140
Renato Antonio Cordero Romo,80,-7,110,140
Renato Huerta Vallejo,95,-7,110,140
Renato Santos da Cruz,80,-7,110,140
Rene Hrvatin,90,-7,110,140
Renzo Sánchez Veiga,95,-7,110,140
Resley Royman Ryan Kessels,85,-7,110,140
Reuben McAllister,55,-7,110,140
Reyes Cleary,100,-7,110,140
Reza Ghandipour,90,-7,110,140
Rhodri Smith,77,-7,110,140
Rhys Lloyd Thomas,61,-7,110,140
Ricardo Alba Salvador,90,140,140,140
Ricardo Alexandre Gomes Simões,80,-7,110,140
Ricardo Dias da Piedade,69,-7,110,140
Riccardo Stivanello,88,-7,110,140
Riccardo Turicchia,96,-7,110,140
Richard Olise,78,-7,110,140
Richie Efosa Omorowa,94,-7,110,140
Rick Luijer,65,-7,110,140
Rick Meissen,104,-7,110,140
Rıdvan Yılmaz,126,140,140,140
Rijad Smajić,95,-7,110,140
Ringo Meerveld,107,-7,110,140
Rio Robbemond,77,-7,110,140
Riquelme Freitas dos Santos,78,-7,110,140
Riquelmy de Oliveira Santos,80,-7,110,140
Rivaldo Antonio Hernández Pizarro,100,-7,110,140
Rivas Manuhutu,74,-7,110,140
Robbie Fraser,77,-7,110,140
Robert Carril Fernández,65,-7,110,140
Róbert Frosti Þorkelsson,80,-7,110,140
Roberto Carlos Muñoz Arechua,78,-7,110,140
Roberto Ceica,73,-7,110,140
Roberto Iliev Raychev,77,-7,110,140
Roberto Martín Uruel,59,-7,110,140
Rocco Friel,55,-7,110,140
Rocco Reitz,118,140,140,140
Rocco Ríos Novo,97,-7,110,140
Roddy MacGregor,98,-7,110,140
Rodin Oesterholt,77,-7,110,140
Rodrigo Antonio Cisterna Arancibia,87,-7,110,140
Rodrigo Costa Freitas,74,-7,110,140
Rodrigo Dudok Rivero,73,-7,110,140
Rodrigo Elías Delvalle Noguera,92,-7,110,140
Rodrigo Ezequiel Pintado González,91,-7,110,140
Rodrigo Hernán Cosme Gómez,78,-7,110,140
Rodrigo Huendra Almeida Mendonça,104,-7,110,140
Rodrigo Ignacio Vásquez Navarrete,69,-7,110,140
Rodrigo Lopes Figueiredo Pires,65,-7,110,140
Rodrigo López Quiñones,100,-7,110,140
Rodrigo Mendoza Martínez-Moya,75,-7,110,140
Rodrigo Miguel Ferreira Rêgo,85,-7,110,140
Rodrigo Miguel Viola Serafim,70,-7,110,140
Rodrigo Nunes Figueiredo,75,-7,110,140
Rodrigo Onofre Marquês,83,-7,110,140
Rodrigo Otávio da Costa Rocha Filho,76,-7,110,140
Rodrigo Parra Vázquez,93,-7,110,140
Rodrigo Pimentel Cabrito,67,-7,110,140
Rodrigo Silva Duarte,67,-7,110,140
Rodrigo Silva Nascimento,106,-7,110,140
Roei Yizhak,60,-7,110,140
Rogelio Cortéz Pineda,82,-7,110,140
Roger Felippo Floriano Espindola,84,-7,110,140
Roko Brajković,75,-7,110,140
Rolando Valentín Ortiz Correa,95,-7,110,140
Rom Savitch,64,-7,110,140
Romain Colombier,65,-7,110,140
Romain Joy Kouakou Esse,107,-7,110,140
Romaine Mundle,103,-7,110,140
Román Albornoz,85,-7,110,140
Roman Chenchikov,63,-7,110,140
Román Ezequiel Fernández,105,-7,110,140
Román Gabriel Vega,95,-7,110,140
Roman Horák,82,-7,110,140
Roman Ivan Quintyne Dixon,75,-7,110,140
Romano Ceciel Postema,101,-7,110,140
Roméo Beney,88,-7,110,140
Romeo Philippin,77,-7,110,140
Ron Talmi,58,-7,110,140
Ronaldo Alves Mendes,82,-7,110,140
Ronaldo Hiwat,85,-7,110,140
Ronnie Gorman,65,-7,110,140
Ronnie McGrath,60,-7,110,140
Rooney Anderson Troya Macías,84,-7,110,140
Rory MacLeod,80,-7,110,140
Rory Mahady,50,-7,110,140
Rory Whittaker,60,-7,110,140
Rosen Pavlinov Marinov,73,-7,110,140
Roy Johannes Maria Steur,84,-7,110,140
Ruan Matheus Rodrigues Santos,96,-7,110,140
Ruan Ribeiro Rodrigues,100,-7,110,140
Rubén Cantero Clemente,95,-7,110,140
Rubén David Martínez,108,-7,110,140
Ruben Mel Akalé,70,-7,110,140
Rubens Tadeu Hartmann Ricoldi,85,-7,110,140
Rudi Daniel Silva Almeida,70,-7,110,140
Rui Barbosa Monteiro,88,-7,110,140
Ruslan Cherviakov,70,-7,110,140
Ryad Talbi,78,-7,110,140
Ryan Alebiosu,94,-7,110,140
Ryan Andrew Duncan,98,-7,110,140
Ryan Astley,97,-7,110,140
Ryan Don Naderi,92,-7,110,140
Ryan Flamingo,112,-7,110,140
Ryan Guilherme da Silva Pae,86,-7,110,140
Ryan Gustavo de Lima,90,-7,110,140
Ryan Joseph Trevitt,109,-7,110,140
Ryan Rodin,74,-7,110,140
Sabil Osman Hansen,86,-7,110,140
Sadik Fofana,106,-7,110,140
Saer Diop,77,-7,110,140
Sahil Bashir,60,-7,110,140
Sai Sachin Rony Sachdev,72,-7,110,140
Saidou Alioum Moubarak,95,-7,110,140
Saif Nasser Abdulla Hassan Al-Farsi,65,-7,110,140
Salem Abdullah Salem Al-Najdi,90,-7,110,140
Salifou Diarrassouba,103,-7,110,140
Salifou Sylla,75,-7,110,140
Salih Malkoçoğlu,75,-7,110,140
Salim Ben Seghir,96,-7,110,140
Salim Ceesay,82,-7,110,140
Salim Tariq Salim Abdalla Al-Khanbashi,85,-7,110,140
Saliuk Volodymyr Volodymyrovych,101,-7,110,140
Salko Hamzic,76,-7,110,140
Salomon Abergel,76,-7,110,140
Sam Chambers,65,-7,110,140
Sam Curtis,86,-7,110,140
Sam Lautenschutz,83,-7,110,140
Sam Rak-Sakyi,66,-7,110,140
Sam Ringeling,80,-7,110,140
Saman Fallah,110,-7,110,140
Samba Koné,100,-7,110,140
Samed Onur,90,-7,110,140
Sami Ouaissa,100,-7,110,140
Samir Lagsir,93,-7,110,140
Samir Saïd Haribou,68,-7,110,140
Samo Pridgar,99,-7,110,140
Samson Okikiola Tijani,108,140,140,140
Samuel Akere,88,-7,110,140
Samuel Bamba,97,-7,110,140
Samuel Brás Ceita,78,-7,110,140
Samuel Edwardo Bello Vivas,80,-7,110,140
Samuel Erik Oskar Brolin,108,140,140,140
Samuel Grygar,83,-7,110,140
Samuel James Mather,83,-7,110,140
Samuel Junior Kotto,104,-7,110,140
Samuel Sebastian Krasniqi,84,-7,110,140
Samuel Tochukwu Amadi,99,-7,110,140
Samuel-Germain Kinduelu Mbangula Tshifunda,88,-7,110,140
Sander Andrés Navarro De La Cruz,100,-7,110,140
Sanders Ngabo,90,-7,110,140
Sandry Bouhran,70,-7,110,140
Sang-Bin Jeong,103,-7,110,140
Sang-Min Lee,98,-7,110,140
Santaigo Hidalgo Massa,109,-7,110,140
Santeri Väänänen,100,-7,110,140
Santiago Beltrán,95,-7,110,140
Santiago Castro Hernández,78,-7,110,140
Santiago Federico Toloza,120,140,140,140
Santiago Gabriel Daniele,95,-7,110,140
Santiago Hoyos López,88,-7,110,140
Santiago Mernies González,74,-7,110,140
Santiago Montiel Álvarez,70,-7,110,140
Santiago Moya,107,-7,110,140
Santiago Quiros,108,-7,110,140
Santiago Salamanca Mosquera,75,-7,110,140
Santiago Salle,110,-7,110,140
Santino Nicolás Ortiz,90,-7,110,140
Santino Uriel Pasini,88,-7,110,140
Santino Vera,100,-7,110,140
Satoshi Tanaka,107,-7,110,140
Saúl del Cerro García,90,-7,110,140
Saverio Domanico,75,-7,110,140
Sayed Abu Farhi,80,-7,110,140
Sayha Seha,74,-7,110,140
Sean McAllister,100,-7,110,140
Sean Moore,85,-7,110,140
Sean Patrick Roughan Curtin,100,-7,110,140
Sean Stewart,88,-7,110,140
Sebastián Alejandro Castillo Pérez,88,-7,110,140
Sebastián Paillaleo,70,-7,110,140
Sebastian Reece Ferdinand,68,-7,110,140
Sebastian Villaume Otoa,98,-7,110,140
Sebastián Viveros del Castillo,85,-7,110,140
Sebastian Walker,81,-7,110,140
Sebatián Andrés Caballero Sarmiento,80,-7,110,140
Seif Popov,75,-7,110,140
Seifeldin Hassan,82,-7,110,140
Sekou Diawara,97,-7,110,140
Sekou Lega,98,-7,110,140
Sellou Jallow,70,-7,110,140
Sem Esselink,70,-7,110,140
Senny Mayulu,83,-7,110,140
Seong-Jin Kang,96,-7,110,140
Sergey Pryakhin,98,-7,110,140
Sergio Dacal Cueto,87,-7,110,140
Sergio Damián García Graña,112,-7,110,140
Sergio Fabián Ortíz,118,140,140,140
Sergio Gutiérrez,88,-7,110,140
Sergio Hugo Frutos,93,-7,110,140
Sergio Leonel Troncoso,85,-7,110,140
Sergio Mestre Sánchez,91,-7,110,140
Serinsariu Joppu,57,-7,110,140
Seung-Ho Park,85,-7,110,140
Seung-Soo Park,80,-7,110,140
Severin Ottiger,107,-7,110,140
Seydiba Mendes,90,-7,110,140
Seydou Traoré,94,-7,110,140
Shane Patrick Kluivert,75,-7,110,140
Shareef Kayouf,92,-7,110,140
Shaun Antonio Mavididi,65,-7,110,140
Shaun Wade,60,-7,110,140
Shavit Shimon Elgabi,70,-7,110,140
Shayek Dost,70,-7,110,140
Sheriff Kassama,75,-7,110,140
Shiloh Kiesar 't Zand,107,-7,110,140
Shinta Karl Appelkamp,122,140,140,140
Shinya Nakano,89,-7,110,140
Siaka Diallo Khallouki,40,-7,110,140
Sidi Guessor Sané,102,-7,110,140
Sidney de Carvalho Duarte,83,-7,110,140
Siheiev Kyrylo Romanovych,95,-7,110,140
Sil Laurentius Swinkels,80,-7,110,140
Silas Simon Huber,77,-7,110,140
Silko-Amari Otieno Thomas,85,-7,110,140
Simeon Jovanovski,70,-7,110,140
Simón Bigot,75,-7,110,140
Simon Brady Ngapandouetnbu,85,-7,110,140
Šimon Faško,70,-7,110,140
Simón García Valero,75,-7,110,140
Simón Gonzalo Rivero,104,-7,110,140
Simon Micuda,90,-7,110,140
Simon Simoni,97,-7,110,140
Šimun Mikolčić,90,-7,110,140
Sinaly Diomandé,124,140,140,140
Sirozhiddin Astanakulov,65,-7,110,140
Siyabonga Mndebele,70,-7,110,140
Sky Heesen,80,-7,110,140
Sodiq Olamilekan Awujoola,104,-7,110,140
Sofus Berger Brix,100,-7,110,140
Solomon Medaase Tweh,88,-7,110,140
Sondre Auklend,94,-7,110,140
Sondre Holmlund Ørjasæter,98,-7,110,140
Sonny Stéphane Henchoz,77,-7,110,140
Sophian Do Carmo,81,-7,110,140
Sotirios-Polykarpos Alexandropoulos,115,140,140,140
Souleymane Basse,97,-7,110,140
Souleymane Sanogo,75,-7,110,140
Soumaïla Traoré,82,-7,110,140
Srđan Hrstić,109,-7,110,140
Srđan Kuzmić,105,-7,110,140
Stanislav Bessmertny,74,-7,110,140
Stanislav Lapinskiy,70,-7,110,140
Stanislav Puzanov,78,-7,110,140
Stanislav Tihomirov Shopov,108,140,140,140
Stanislav Topinka,61,-7,110,140
Stanley Matina Murove,70,-7,110,140
Stavros Georgiou,85,-7,110,140
Stefan Bajić,104,140,140,140
Stefan Marčetić,70,-7,110,140
Stefan Marinković,90,-7,110,140
Stefan Mitrović,86,-7,110,140
Stefan Parkes,65,-7,110,140
Stefan Stefanov Traykov,75,-7,110,140
Stefano Di Mario,98,-7,110,140
Stefano Reali,98,-7,110,140
Stefano Turco,70,-7,110,140
Stepan Melnikov,100,-7,110,140
Stevan Raicevic,69,-7,110,140
Steve N'Goura,90,-7,110,140
Steven Baseya,83,-7,110,140
Steven Cave Djema,76,-7,110,140
Stígur Diljan Þórðarson,72,-7,110,140
Stije Resink,97,-7,110,140
Stijn Bultman,92,-7,110,140
Stiven Alexander Valencia Asprilla,95,-7,110,140
Stoyan Krastev Stoichkov,92,-7,110,140
Stoyan Pergelov,65,-7,110,140
Suleiman Camara Sanneh,105,-7,110,140
Süleyman Cebeci,95,-7,110,140
Sultan Adil Mohamed Abdalla Al-Ameeri,80,-7,110,140
Sultan Saleem Abdeirahman Abdalla Ayoun,75,140,140,140
Suphanat Mueanta,107,140,140,140
Sven Janssen,85,-7,110,140
Sven van der Plas,74,-7,110,140
Sydie Frederick Peck,80,-7,110,140
Syver Aas,100,-7,110,140
Szymon Grączewski,88,-7,110,140
Szymon Łyczko,76,-7,110,140
Tadeo Moreira,90,-7,110,140
Tae-Min Lee,75,-7,110,140
Tae-Suk Lee,102,-7,110,140
Tahiel Román González,80,-7,110,140
Taichi Fukui,98,-7,110,140
Taione Richard Evumena Sodje,74,-7,110,140
Talles Macedo Toledo Costa,115,-7,110,140
Tamás Szűcs,85,-7,110,140
Tamerlan Musaev,108,-7,110,140
Tanguy Banhie-Zoukrou,98,-7,110,140
Tanguy Liénard,72,-7,110,140
Tao Paradowski,88,-7,110,140
Tarek Amin Alaa,76,-7,110,140
Tarek Issaoui,79,-7,110,140
Tarik Essakkati,85,-7,110,140
Tawanda Jethro Maswanhise,95,-7,110,140
Taylor Gardner-Hickman,112,-7,110,140
Tayvon Howard Gray,109,-7,110,140
Telmo Emanuel Gomes Arcanjo,114,140,140,140
Terry Devlin,94,-7,110,140
Thabang Mahlangu,71,-7,110,140
Thalys Henrique Gomes de Araújo,75,-7,110,140
Theo Adelusi,60,-7,110,140
Theo Andreas Bergvall,89,-7,110,140
Theo Avery,65,-7,110,140
Theo Harz,93,-7,110,140
Théo Magnin,98,-7,110,140
Thiago Acosta,92,-7,110,140
Thiago Cruz Fernández,105,-7,110,140
Thiago De Bellis,92,-7,110,140
Thiago Dowd,88,-7,110,140
Thiago Ezequiel Laplace,88,-7,110,140
Thiago Fusco,93,-7,110,140
Thiago Henrique Gonçalves Silva,80,-7,110,140
Thiago Joel Gómez,83,-7,110,140
Thiago Román Herrera,93,-7,110,140
Thiago Romero,92,-7,110,140
Thiago Silveiro,83,-7,110,140
Thiago Tomás Schiavulli,102,-7,110,140
Thierno Barry,114,-7,110,140
Thierry Fidjeu-Tazemeta,70,-7,110,140
Thierry Nevers,84,-7,110,140
Thierry Small,100,-7,110,140
Thijmen Blokzijl,100,-7,110,140
Thomas Emmanuel Mukendi Tshiala,84,-7,110,140
Thomas Joel Bloxham,90,-7,110,140
Thomas Jørgensen,97,-7,110,140
Thomas Kastanaras,109,-7,110,140
Thomas Vergara Muñoz,82,-7,110,140
Thomas Watson,73,-7,110,140
Thompson Ishaka,72,-7,110,140
Tiago André Rajão Machado,85,-7,110,140
Tiago Esidín González,86,-7,110,140
Tiago Gonçalves Silva,65,-7,110,140
Tiago Henrique Botelho Pinto,74,-7,110,140
Tiago Miguel Hora Ribeiro,94,-7,110,140
Tiago Pereira Cardoso,86,-7,110,140
Tiago Poller,79,-7,110,140
Tiago Serrago,95,-7,110,140
Tiago Tomás Palacios,102,-7,110,140
Tidiane Siaka,90,-7,110,140
Tidjany Mamadou Jean-Marc Touré,110,-7,110,140
Tiemoko Ouattara,87,-7,110,140
Tijme Wessels,78,-7,110,140
Tijn Peters,75,-7,110,140
Tim Haksteeg,78,-7,110,140
Tim Paumgartner,93,-7,110,140
Tim Rossmann,103,-7,110,140
Tim Spycher,85,-7,110,140
Tim Trummer,83,-7,110,140
Timo Zaal,99,-7,110,140
Timofey Kashintsev,84,-7,110,140
Timofey Shipunov,90,-7,110,140
Timon Vanhoutte,92,-7,110,140
Timotej Brkić,85,-7,110,140
Timothy Akinola,86,-7,110,140
Timothy Noor Ouma,85,-7,110,140
Tin Miljak,76,-7,110,140
Tjaš Begić,105,-7,110,140
Tobias Bech Kristensen,115,140,140,140
Tobias Christopher Collyer,86,-7,110,140
Tobías Javier Rubio,109,-7,110,140
Tobías Medina,102,-7,110,140
Tochukwu Nnadi,100,-7,110,140
Todor Vasilev Pavlov,79,-7,110,140
Toki Yukutomo,75,-7,110,140
Tolga Topaloğlu,70,-7,110,140
Toluwanimi Peter Amoran,85,-7,110,140
Tom Akpakoun,75,-7,110,140
Tom Atcheson,60,-7,110,140
Tom Bramel,78,-7,110,140
Tom Henning Strannegård,105,-7,110,140
Tom Kljun,95,-7,110,140
Tom Louchet,78,-7,110,140
Tom Mabon,88,-7,110,140
Tom Negrel,76,-7,110,140
Tom Slončík,77,-7,110,140
Tom William Ritchie,81,-7,110,140
Tomás Agustín Pérez,92,-7,110,140
Tomás Agustín Pozzo,120,140,140,140
Tomás Andrea Rambert,106,-7,110,140
Tomas Andrés Díaz Carabali,75,-7,110,140
Tomás Andrés Kummer,89,-7,110,140
Tomás Ariel Silva,104,-7,110,140
Tomás Aristizábal Echavarria,82,-7,110,140
Tomás Conde Pereira Mendes,67,-7,110,140
Tomas David Molina Guzmán,79,-7,110,140
Tomás Guiacobini,95,-7,110,140
Tomás Jacob,100,-7,110,140
Tomáš Netolička,77,-7,110,140
Tomáš Schánělec,95,-7,110,140
Tomás Uriel Porra,99,-7,110,140
Tomás Valentin Villagra,82,-7,110,140
Tomáš Vlček,106,-7,110,140
Tomaž Brdik,75,-7,110,140
Tommaso De Nipoti,97,-7,110,140
Tommaso Della Mora,46,-7,110,140
Tommaso Mancini,84,-7,110,140
Tommaso Rubino,75,-7,110,140
Tommaso Vannucchi,62,-7,110,140
Tommi Dylan O'Reilly,88,-7,110,140
Tommy Dobson-Ventura,0,-7,110,140
Tommy Leonardo Chamba Chenche,92,-7,110,140
Tommy Reid,69,-7,110,140
Tony Reitz,92,-7,110,140
Topi Keskinen,108,-7,110,140
Torjus Embergsrud Engebakken,79,-7,110,140
Travis Patterson,75,-7,110,140
Tristan Degreef,92,-7,110,140
Tristan Gooijer,96,-7,110,140
Tristan Osmani,94,-7,110,140
Tristian Andrew Fynbo Birch,75,-7,110,140
Triston Rowe,75,-7,110,140
Troy Daniel Parrott,115,140,140,140
Trustin van 't Loo,87,-7,110,140
Tryphose Aimé Queyrell Alexi Tchicamboud,83,-7,110,140
Tsoanelo Letsosa,95,-7,110,140
Tyler Louis Meiser,76,-7,110,140
Tyler Onyango,87,-7,110,140
Tyler Robert Fletcher,67,-7,110,140
Tyreece Campbell,105,-7,110,140
Tyrell Ashcroft,94,-7,110,140
Tyrhys Dolan,115,140,140,140
Udod Danylo Olehovych,80,-7,110,140
Ulises Emiliano Sandoval,95,-7,110,140
Ulises Vera,102,-7,110,140
Ulvi Babaev,80,-7,110,140
Umarali Rahmonaliyev,99,-7,110,140
Umaro Candé,87,-7,110,140
Umeh Emmanuel,95,-7,110,140
Ümit Akdağ,80,-7,110,140
Unai Gómez Echevarría,107,-7,110,140
Unai Ropero Pérez,100,-7,110,140
Unax del Cura Urra,73,-7,110,140
Urbain Aimé Boissy,88,-7,110,140
Uriah Darren Djedje,75,-7,110,140
Uriel Gizzi Guiñazú,83,-7,110,140
Uriel Irahin Funes,85,-7,110,140
Uriel Javier La Roza,92,-7,110,140
Uroš Ćuk,86,-7,110,140
Uroš Drezgić,103,-7,110,140
Uroš Miladinović,95,-7,110,140
Valdemar Lund Jensen,101,-7,110,140
Valdemiro Pinto Domingos,95,-7,110,140
Valdes Ngana,59,-7,110,140
Valentín Alejo Albano,103,-7,110,140
Valentín Demián Fascendini,105,-7,110,140
Valentin Dotsev,59,-7,110,140
Valentín Gabriel Chocobar,95,-7,110,140
Valentín Gelos,102,-7,110,140
Valentin Yotov,78,-7,110,140
Valentino Gandín,75,-7,110,140
Valentino Massi,84,-7,110,140
Valerio Crespi,97,-7,110,140
Vall Janković,97,-7,110,140
Valter Monteiro,85,-7,110,140
Vanat Vladyslav Andriyovych,120,140,140,140
Vando Baifas Félix,83,-7,110,140
Vanja Radulaški,86,-7,110,140
Vasco Donato Walz,95,-7,110,140
Vasil Georgiev Vasilev,70,-7,110,140
Vasilis Sourlis,100,-7,110,140
Vayanga Doumbia,92,-7,110,140
Veljko Jocić,88,-7,110,140
Veljko Vukojević,88,-7,110,140
Venis Uka,72,-7,110,140
Viacheslav Surkis,75,-7,110,140
Vianey Daniel Amani Kouassi,89,-7,110,140
Vicente Alfonso Vega Arancibia,90,-7,110,140
Vicente Poggi Sassi,109,-7,110,140
Victor Alexandrov,99,-7,110,140
Víctor Barberà Romero,97,-7,110,140
Victor de Araújo Alencar Oliveira,90,-7,110,140
Victor Goncalves Andersson,87,-7,110,140
Victor Hugo da Silva Costa,75,-7,110,140
Víctor Ibrahin Guzmán Mendoza,82,-7,110,140
Víctor Manuel Reyes Clavijo,72,-7,110,140
Victor Mow Froholdt,74,-7,110,140
Víctor Rodríguez Sánchez,85,-7,110,140
Victor Stange Lind,111,-7,110,140
Victor Tiago Pereira Saraiva,68,-7,110,140
Vieux Yankhoba Diallo,82,-7,110,140
Viggo Jeppsson,74,-7,110,140
Viktor Rogan,100,-7,110,140
Vilim Gec,88,-7,110,140
Viljami Kari Veikko Sinisalo,97,-7,110,140
Vimoj Muntu Wa Mungu,80,-7,110,140
Vincent Manuba,84,-7,110,140
Vinícius Côrtes das Chagas,60,-7,110,140
Vinicius dos Santos Lago,82,-7,110,140
Vinícius Ferrari Andreoli,80,-7,110,140
Vitaly Shitov,87,-7,110,140
Vito Čaić,90,-7,110,140
Vítor Alves Meer,87,-7,110,140
Vitor Lucas de Araujo,65,-7,110,140
Vittorio Continella,100,-7,110,140
Vittorio Magni,78,-7,110,140
Vivcharenko Kostiantyn Ruslanovych,114,140,140,140
Vladimir Lučić,116,140,140,140
Vladimir Miletić,104,-7,110,140
Vladislav Shitov,100,-7,110,140
Vladislav Yakovlev,100,-7,110,140
Vojin Serafimović,96,-7,110,140
Vojtěch Hranoš,78,-7,110,140
Vontae Jason Daley-Campbell,103,-7,110,140
Wallace Davi Nunes da Silva Dias,75,-7,110,140
Walter Claudio Núñez,108,-7,110,140
Wassim Keddari Boullif,100,-7,110,140
Wassim Lantaki,76,-7,110,140
Wendell Gabriel Mendes Craveiro,79,-7,110,140
Werton de Almeida Rêgo,95,-7,110,140
Wesley Reis Pereira Junior,91,-7,110,140
Wessel Kooy,90,-7,110,140
Wessel Kuhn,75,-7,110,140
Weverton Silva de Andrade,100,-7,110,140
Whalacy Wilhan Gonçalves Ermeliano,83,-7,110,140
Wikelman José Carmona Torres,99,-7,110,140
Wiktor Kamiński,89,-7,110,140
Wiktor Marek,64,-7,110,140
William Camilo López Santana,78,-7,110,140
William da Silva Magiezi,78,-7,110,140
William Glindtvad,80,-7,110,140
William Henrik Nieroth Lundgren,74,-7,110,140
William Idamudia Daugard Osula,105,-7,110,140
William Lykke,90,-7,110,140
William Steven Dickson,96,-7,110,140
William Strand Kvale,78,-7,110,140
William Thomas Fish,110,-7,110,140
William Zinadine Arredondo Bolaños,74,-7,110,140
Willian da Silva Santos,83,-7,110,140
Willy Kambwala Ndengushi,87,-7,110,140
Wilmer Erik Gustav Olofsson,75,-7,110,140
Wilson Da Costa,75,-7,110,140
Wilson Samaké,92,-7,110,140
Winilson Menezes Jordão Dias Sousa Lopes,72,-7,110,140
Winners Osawe,76,-7,110,140
Winsley Boteli Mokango,85,-7,110,140
Wisdom Gerard Geert Cheo Treffers,78,-7,110,140
Wout Verlinden,75,-7,110,140
Xavi Eshayth Ríos Blanquicet,70,-7,110,140
Xavier Dziekoński,99,-7,110,140
Xavier Smith,68,-7,110,140
Xhan Aliu,69,-7,110,140
Yabets Yaliso Yaya,76,-7,110,140
Yacine Titraoui,105,-7,110,140
Yacouba Nasser Djiga,110,-7,110,140
Yaël Gil y Muiños,83,-7,110,140
Yago Paredes Rivera,86,-7,110,140
Yahia Fofana,115,140,140,140
Yair Alexander Ramos Pérez,75,-7,110,140
Yair Hillairet,85,-7,110,140
Yakine Said M'Madi,82,-7,110,140
Yan Philipe Oliveira Lemos,79,-7,110,140
Yani David Quintero Rivas,92,-7,110,140
Yanis Azouazi,80,-7,110,140
Yanis Khafi,81,-7,110,140
Yanis Massolin,90,-7,110,140
Yann Batola,89,-7,110,140
Yann Lienard,91,-7,110,140
Yannick Joachim Zacharie Noah Tankeu,74,-7,110,140
Yannik David Dasbach,81,-7,110,140
Yannik Engelhardt,117,140,140,140
Yannik Lührs,103,-7,110,140
Yannis Nahounou,88,-7,110,140
Yasin Salmani,108,-7,110,140
Yasser el Aissati,75,-7,110,140
